,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,rimmade/(rimmade+rimmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,rating
40878,2015,terry rozier,105.9,26.8,45.7,50.86,3.8,13.9,19.7,14.1,166,364,0.456,48,157,0.306,0.5,3.5,33.8,So,4.03693,120.844,94.2,84.1254,35.0,4.41439,4.08275,1.1944,4.3611,5.5556,3.0,2.0,0.1667,17.0833,7.53408,0.5379,89.6,5.21977,249.602,7.20163,4.04812,3.15352,8.49714,45.81
41077,2011,thomas robinson,108.9,26.5,60.1,58.75,19.1,30.7,8.0,19.1,101,168,0.601,0,0,0.0,4.9,1.7,57.1,So,1.80665,122.043,94.6,80.9206,14.6061,3.17596,2.11141,2.2424,4.1818,6.4242,0.6061,0.4242,0.6667,7.6061,0.0,0.685,85.2061,2.32295,124.984,6.06672,2.50859,3.55813,5.28736,28.15
41167,2011,tim frazier,101.2,18.2,46.4,52.59,2.6,13.8,33.3,28.9,60,133,0.451,11,32,0.344,0.5,2.2,49.1,So,1.92575,104.266,66.2,95.3427,30.8235,0.0112,2.08876,0.6176,3.2647,3.8824,5.0882,1.0294,0.1176,6.2941,2.04838,0.6094,103.633,3.37818,172.946,3.09321,1.13866,1.95455,2.09996,31.81
41174,2012,tim hardaway jr,103.4,25.7,48.6,52.69,3.1,11.5,13.9,14.7,112,207,0.541,51,181,0.282,1.0,0.9,38.1,So,3.54768,115.871,68.0,97.1034,34.2727,2.6705,0.0780741,0.7879,3.0909,3.8788,2.1212,0.4848,0.303,14.6364,10.5163,0.6437,103.382,3.43895,167.135,3.17154,2.99489,0.176654,2.74858,40.04
41376,2012,tj mcconnell,112.9,18.6,57.7,60.51,2.9,11.6,30.3,22.4,91,169,0.538,37,85,0.435,0.7,4.6,21.7,So,3.30819,113.72,30.6,95.8513,34.1667,3.62592,3.13431,0.8667,3.3,4.1667,5.3333,2.7,0.2333,11.3,4.79756,0.6765,99.1608,3.60071,222.276,6.74719,4.16617,2.58102,6.76023,44.05
41415,2014,tj warren,113.7,33.6,54.8,57.35,10.8,12.8,8.6,12.2,311,536,0.58,31,116,0.267,1.8,3.1,34.7,So,6.17987,139.378,95.6,98.2359,35.3714,9.31937,1.29514,3.2286,3.9143,7.1429,1.1429,1.8,0.6,24.8857,5.71862,0.7649,102.54,3.80547,233.712,7.66874,7.04296,0.625785,10.6145,41.94
41687,2014,tony parker,107.6,19.7,60.2,58.37,12.5,17.4,1.4,16.3,109,181,0.602,0,0,0.0,4.4,1.3,42.5,So,1.38403,111.597,95.4,95.365,17.2432,-1.02865,-0.271557,1.7838,2.6486,4.4324,0.1351,0.4054,0.6216,6.8649,0.0,0.7339,99.8816,2.03963,123.23,-0.129992,-0.191627,0.0616343,-1.30021,30.6
41699,2012,tony snell,116.0,19.2,58.5,61.57,1.6,9.9,18.7,18.7,44,77,0.571,72,183,0.393,1.7,1.2,24.2,So,2.8017,117.298,19.6,93.0512,25.6471,4.95675,1.61668,0.3235,2.2941,2.6176,2.3235,0.5,0.3824,10.5,12.628,0.6842,94.2975,2.95246,142.795,5.57187,4.10002,1.47186,6.57342,27.28
42296,2013,treveon graham,116.4,26.1,51.3,55.41,10.7,13.9,11.0,12.5,134,271,0.494,52,142,0.366,0.6,1.9,39.7,So,4.13711,128.681,21.2,92.9096,27.6389,6.91131,-0.177741,2.75,3.0556,5.8056,1.5556,0.8889,0.1389,15.1111,8.28713,0.5615,96.7654,3.14255,167.33,6.1313,5.97719,0.154109,6.73357,21.31
42446,2013,trey burke,121.4,28.9,52.9,56.85,1.8,8.9,37.4,13.1,176,350,0.503,74,193,0.383,1.6,2.8,30.2,So,7.08947,143.537,81.6,92.27,35.3947,9.22369,3.05393,0.5263,2.6842,3.2105,6.6316,1.6053,0.5263,18.5789,8.98223,0.6381,98.2568,4.09053,235.865,11.2633,9.55955,1.70372,12.2776,34.17
43069,2012,tyler johnson,103.5,19.8,45.3,48.52,6.1,12.6,19.3,13.1,82,183,0.448,22,71,0.31,1.2,3.0,30.3,So,1.69925,102.63,29.4,100.23,29.7419,0.300172,1.23277,1.5806,2.9032,4.4839,2.4839,1.4194,0.2903,9.0968,4.86083,0.5286,101.344,2.62156,162.504,3.05582,1.56924,1.48659,1.53294,34.92
43292,2010,tyler zeller,107.4,23.9,52.1,55.7,11.6,15.7,3.2,16.6,100,190,0.526,0,2,0.0,4.9,1.6,37.5,So,1.84544,116.623,97.0,92.2834,17.3704,2.19765,1.48801,1.9259,2.7037,4.6296,0.2593,0.5185,0.8889,9.3333,0.232944,0.7561,97.1863,2.04378,100.068,1.99924,0.777173,1.22207,3.68566,32.11
43736,2012,victor oladipo,106.8,23.5,48.8,54.56,8.7,15.4,14.7,20.0,126,241,0.523,10,48,0.208,2.3,3.0,49.8,So,2.87866,116.778,73.0,90.8953,26.6944,3.31839,2.46958,1.75,3.5556,5.3056,2.0278,1.3611,0.5833,10.8333,2.96256,0.5989,96.012,3.28404,199.428,7.11239,4.13272,2.97967,5.78797,51.27
44150,2012,will barton,116.3,25.4,55.0,58.75,7.6,18.5,17.3,14.2,193,345,0.559,37,107,0.346,2.1,2.4,39.6,So,5.24285,128.944,97.6,88.4891,35.3143,6.72944,2.29398,2.0,5.9714,7.9714,2.8857,1.4286,0.7143,18.0286,5.1237,0.7074,91.0706,4.59015,254.624,9.36629,6.08935,3.27694,9.02343,36.78
44390,2014,willie cauley stein,118.9,14.9,59.6,57.95,12.6,16.3,5.7,14.2,106,178,0.596,0,0,0.0,12.3,3.0,46.6,So,2.32829,116.807,91.6,85.7359,23.7838,4.0976,7.03824,2.5405,3.5405,6.0811,0.6757,1.1892,2.8649,6.8108,0.0,0.7281,90.5407,3.5906,219.809,13.6395,3.88666,9.75286,11.1358,38.29
