player_name,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,multiplier,pt_rating,raptor_rating,war_rating,total_score
pj washington,2022.0,3738.0,1768.0,-0.51,-1.73,-2.24,2.49,0.28,2.77,0.06,-1.38,-1.32,1.3,1.3,0.0,0.87,-0.97,-0.1,0.28,1.0,0.45,0.38,0.17,35.45
quincy acy,2016.0,2022.0,985.4,-1.3,-0.23,-1.53,-1.65,0.41,-1.24,-1.43,-0.07,-1.51,0.44,0.44,0.0,-1.68,-0.56,-2.24,-0.1,1.0,0.35,0.39,0.14,31.56
quinn cook,2020.0,1150.0,532.0,-1.53,-3.39,-4.92,-1.65,-0.02,-1.67,-1.69,-2.96,-4.65,-0.52,-0.37,-0.14,-2.1,-3.9,-6.0,-0.17,1.0,0.13,0.19,0.1,14.69
ray mccallum,2014.5,2345.0,1166.5,-1.79,-0.4,-2.19,-1.08,-2.96,-4.04,-1.75,-0.92,-2.67,0.03,0.03,0.0,-2.61,-1.53,-4.14,-1.56,1.0,0.27,0.35,0.14,26.69
reggie bullock,2020.0,3676.8,1803.0,-0.61,-0.43,-1.04,-0.26,0.54,0.28,-0.56,-0.26,-0.82,1.86,1.66,0.21,-0.93,-0.07,-1.0,-0.29,1.0,0.42,0.44,0.2,37.2
reggie jackson,2018.0,4067.56,2009.44,1.16,-1.13,0.03,1.49,-0.36,1.13,1.3,-1.05,0.24,3.24,2.86,0.38,1.1,-0.62,0.47,-0.54,1.0,0.51,0.5,0.26,44.15
richaun holmes,2020.0,2543.2,1207.8,-1.11,0.33,-0.77,-0.05,0.16,0.11,-0.94,0.35,-0.6,1.58,1.59,-0.01,-1.32,0.34,-0.98,-0.32,1.0,0.42,0.45,0.19,37.27
rj barrett,2022.0,4924.0,2417.0,-0.32,-0.57,-0.89,-2.02,-2.0,-4.02,-0.66,-0.92,-1.58,1.45,1.45,0.0,-0.5,-0.72,-1.22,0.68,1.0,0.39,0.37,0.17,32.78
robbie hummel,2014.5,1412.0,698.5,-0.22,-0.7,-0.92,-0.65,-0.05,-0.7,-0.33,-0.55,-0.88,0.62,0.62,0.0,-0.83,-1.09,-1.93,-0.38,1.0,0.38,0.44,0.15,34.38
robert covington,2018.5,4424.88,2115.12,-0.54,2.18,1.64,0.97,2.64,3.61,-0.22,2.42,2.2,5.48,5.16,0.32,0.29,2.89,3.19,0.69,1.0,0.63,0.58,0.32,53.52
robert sacre,2014.5,2282.5,1111.0,-4.1,0.15,-3.94,-1.55,0.64,-0.91,-3.79,0.35,-3.44,-0.39,-0.39,0.0,-3.78,-0.39,-4.17,-0.47,1.0,0.25,0.29,0.12,23.34
rodney hood,2019.5,2800.83,1380.33,-0.78,-1.16,-1.94,-2.21,-0.26,-2.47,-1.14,-1.05,-2.19,0.58,0.55,0.03,-1.06,-1.2,-2.26,-0.81,1.0,0.35,0.35,0.15,30.22
rodney mcgruder,2021.0,1783.0,820.5,-1.49,-1.45,-2.94,-1.43,0.18,-1.25,-1.56,-1.19,-2.76,-0.07,-0.13,0.07,-2.32,-1.3,-3.62,-0.19,1.0,0.3,0.34,0.13,27.24
rondae hollis jefferson,2019.0,3110.33,1459.0,-0.71,2.4,1.69,-0.79,0.17,-0.61,-0.76,2.06,1.3,2.94,2.81,0.13,-0.95,1.71,0.76,0.26,1.0,0.5,0.53,0.23,44.31
royce o'neale,2021.0,5169.33,2512.33,-0.27,2.03,1.76,2.26,-1.46,0.8,0.23,1.4,1.62,5.58,5.08,0.5,0.07,2.12,2.19,-0.51,1.0,0.59,0.57,0.34,52.0
rui hachimura,2022.0,1937.0,943.0,-0.99,-2.46,-3.45,-0.29,-4.34,-4.63,-0.88,-2.97,-3.86,-0.53,-0.53,0.0,-1.12,-3.0,-4.12,-0.77,1.0,0.23,0.24,0.1,20.19
ryan anderson,2016.0,3614.2,1769.0,1.18,-0.7,0.48,3.29,-1.9,1.39,1.65,-0.98,0.66,3.09,2.91,0.18,1.85,-0.89,0.97,-0.23,1.0,0.54,0.53,0.25,46.35
ryan kelly,2014.5,2602.5,1272.5,-0.87,-2.25,-3.13,0.19,-1.07,-0.88,-0.68,-2.07,-2.75,0.03,0.03,0.0,-1.26,-1.93,-3.19,-0.21,1.0,0.3,0.32,0.13,26.61
sam dekker,2019.0,1683.0,788.0,-1.58,-2.0,-3.58,0.06,-0.94,-0.89,-1.34,-1.84,-3.18,-0.17,-0.17,0.0,-1.11,-2.33,-3.44,-0.7,1.0,0.27,0.28,0.11,23.34
sean kilpatrick,2018.0,1333.0,640.0,-1.42,-4.53,-5.95,-2.9,-3.32,-6.22,-1.77,-4.53,-6.3,-1.14,-1.14,0.0,-1.9,-5.04,-6.94,0.17,1.0,0.08,0.1,0.08,8.72
semi ojeleye,2020.5,2180.0,1047.5,-1.65,0.43,-1.22,-3.68,0.94,-2.74,-2.22,0.53,-1.69,0.56,0.65,-0.1,-2.07,-0.41,-2.47,-0.75,1.0,0.32,0.36,0.14,29.16
seth curry,2019.17,3582.0,1746.83,1.21,-1.37,-0.16,1.39,-0.06,1.34,1.31,-1.19,0.12,2.78,2.26,0.51,1.0,-1.09,-0.09,-0.66,1.0,0.45,0.47,0.22,39.92
shabazz muhammad,2016.0,2749.67,1354.67,1.4,-2.67,-1.26,-1.46,-1.28,-2.75,0.91,-2.51,-1.6,0.48,0.48,0.0,-0.17,-3.22,-3.39,0.06,1.0,0.32,0.43,0.16,32.29
shabazz napier,2018.5,2350.75,1121.0,0.6,0.56,1.16,-0.39,0.81,0.42,0.44,0.65,1.09,2.19,2.04,0.15,0.69,0.38,1.08,-0.15,1.0,0.57,0.57,0.22,48.17
shai gilgeous alexander,2021.5,3282.0,1561.0,3.02,-0.69,2.33,2.33,-2.58,-0.25,3.23,-1.11,2.12,3.83,3.83,0.0,1.79,-1.13,0.66,-0.11,1.0,0.49,0.58,0.26,46.69
shake milton,2022.0,2730.0,1337.0,-0.33,-1.2,-1.53,-0.93,-0.44,-1.36,-0.49,-1.12,-1.61,0.8,0.27,0.53,-0.92,-1.29,-2.21,-1.05,1.0,0.4,0.44,0.18,36.09
shane larkin,2016.33,3006.67,1515.0,-1.52,0.44,-1.08,-3.4,-0.79,-4.19,-1.97,0.23,-1.73,0.55,0.43,0.12,-1.97,-0.05,-2.02,-0.62,1.0,0.38,0.4,0.15,32.95
shelvin mack,2016.5,2522.33,1261.5,-0.53,-0.95,-1.49,-1.36,-0.39,-1.75,-0.73,-0.92,-1.65,0.78,0.66,0.12,-0.84,-0.78,-1.62,-0.81,1.0,0.39,0.38,0.15,32.54
skal labissiere,2020.0,1221.0,567.0,-1.2,-0.48,-1.68,-1.78,2.89,1.11,-1.42,0.28,-1.13,0.47,0.47,0.0,-1.28,0.42,-0.86,-0.22,1.0,0.41,0.39,0.14,33.53
solomon hill,2018.0,3263.17,1580.83,-1.64,0.31,-1.33,-0.23,-1.06,-1.28,-1.45,0.03,-1.41,1.09,0.92,0.17,-1.64,-0.25,-1.89,-0.11,1.0,0.39,0.41,0.17,34.34
spencer dinwiddie,2020.33,4542.33,2173.33,2.86,-1.32,1.54,-0.37,-0.06,-0.44,2.37,-1.14,1.23,4.42,4.07,0.35,2.1,-1.13,0.97,-0.64,1.0,0.54,0.56,0.31,49.18
stanley johnson,2020.0,2720.5,1300.5,-2.62,0.86,-1.76,-3.05,-0.24,-3.29,-2.86,0.69,-2.17,0.48,0.48,0.0,-2.82,0.79,-2.03,-0.03,1.0,0.35,0.33,0.14,28.95
sterling brown,2021.0,1901.67,884.67,-2.05,0.36,-1.69,-3.54,1.57,-1.97,-2.5,0.61,-1.89,0.37,0.35,0.01,-2.51,0.06,-2.45,0.02,1.0,0.32,0.35,0.13,28.6
steven adams,2018.0,4495.56,2170.56,-0.51,1.89,1.38,1.77,-0.28,1.5,-0.09,1.53,1.44,4.91,4.56,0.35,-0.28,2.01,1.74,-0.36,1.0,0.55,0.54,0.3,48.44
tarik black,2018.0,1173.0,555.0,-3.08,1.52,-1.55,-7.95,-0.12,-8.07,-4.38,1.23,-3.15,-0.11,0.02,-0.13,-2.58,1.17,-1.41,0.75,1.0,0.38,0.28,0.11,27.56
taurean prince,2020.5,3004.25,1389.0,-1.35,-0.13,-1.49,0.05,-1.8,-1.75,-1.13,-0.48,-1.61,0.69,0.71,-0.01,-0.89,-0.57,-1.47,0.85,1.0,0.38,0.37,0.15,32.19
terence davis,2022.0,1148.0,536.0,1.17,-0.33,0.85,4.46,2.43,6.89,1.96,0.28,2.24,1.38,1.38,0.0,1.72,-0.41,1.3,1.15,1.0,0.58,0.64,0.19,50.52
terrence jones,2015.5,2992.0,1455.0,-1.6,-1.37,-2.97,-0.93,-3.28,-4.21,-1.58,-1.86,-3.44,-0.05,0.15,-0.2,-1.47,-1.42,-2.89,-0.39,1.0,0.34,0.3,0.13,27.46
terrence ross,2018.0,3677.89,1807.56,0.27,-0.61,-0.34,-0.72,-0.64,-1.36,0.1,-0.65,-0.55,2.2,2.1,0.1,0.2,-0.84,-0.64,0.05,1.0,0.45,0.46,0.22,39.77
terry rozier,2020.5,4644.25,2239.5,1.34,-0.25,1.09,-1.79,-1.62,-3.41,0.79,-0.55,0.24,3.59,3.48,0.12,1.33,-0.32,1.01,-0.76,1.0,0.58,0.53,0.29,48.83
thomas robinson,2015.5,1674.25,817.5,-2.01,0.16,-1.84,-1.46,-1.85,-3.31,-1.99,-0.21,-2.2,0.15,0.12,0.03,-1.5,-0.64,-2.14,0.57,1.0,0.34,0.33,0.12,28.37
tim frazier,2018.5,2129.0,1002.0,-0.28,-0.44,-0.72,-2.05,-1.56,-3.61,-0.67,-0.7,-1.37,0.63,0.57,0.06,-0.82,-0.58,-1.41,-0.44,1.0,0.38,0.38,0.14,32.06
tim hardaway jr,2018.0,3781.11,1843.33,1.16,-1.17,-0.01,-0.03,-0.9,-0.94,0.99,-1.18,-0.18,2.46,2.58,-0.12,1.13,-1.27,-0.14,0.18,1.0,0.46,0.46,0.22,40.35
tj mcconnell,2020.0,3089.2,1441.6,-0.04,0.65,0.61,-0.45,-0.86,-1.31,-0.14,0.37,0.23,2.25,2.12,0.12,-0.48,0.41,-0.07,-0.47,1.0,0.46,0.48,0.21,40.52
tj warren,2018.5,4161.75,1977.0,0.56,-0.45,0.1,0.71,-1.35,-0.64,0.67,-0.64,0.04,2.87,2.81,0.06,0.14,-0.41,-0.27,-0.19,1.0,0.48,0.5,0.24,42.5
tobias harris,2018.0,5306.89,2610.22,0.87,-0.41,0.45,0.43,-0.66,-0.24,0.84,-0.49,0.34,4.19,3.81,0.38,0.69,-0.23,0.46,-0.79,1.0,0.52,0.51,0.3,46.01
tony bradley,2022.0,1184.0,557.0,-3.19,3.13,-0.07,1.33,4.43,5.76,-2.44,3.63,1.19,1.1,0.95,0.15,-2.67,1.16,-1.51,-0.38,1.0,0.41,0.58,0.18,41.52
tony parker,2016.5,3663.17,1843.67,-0.37,-2.32,-2.7,-0.31,-0.57,-0.88,-0.43,-2.16,-2.59,0.63,0.55,0.08,-0.82,-1.94,-2.76,-1.22,1.0,0.31,0.32,0.15,27.36
tony snell,2018.0,3091.67,1521.33,-1.13,-1.14,-2.27,-1.05,-0.37,-1.42,-1.2,-1.05,-2.25,0.44,0.56,-0.13,-1.61,-1.6,-3.21,-0.53,1.0,0.28,0.33,0.14,26.56
tony wroten,2014.5,2774.0,1330.0,-1.22,-2.28,-3.5,-2.05,-2.75,-4.8,-1.25,-2.48,-3.74,-0.69,-0.69,0.0,-1.66,-2.57,-4.23,1.66,1.0,0.23,0.25,0.09,20.06
torrey craig,2021.0,2883.67,1393.67,-1.08,-0.15,-1.22,-1.03,-2.81,-3.84,-1.15,-0.72,-1.87,0.57,0.67,-0.09,-1.07,-0.8,-1.87,-0.42,1.0,0.35,0.35,0.14,30.0
trae young,2021.5,5796.5,2783.0,6.34,-3.42,2.92,4.84,-2.86,1.98,6.39,-3.5,2.89,8.18,7.69,0.49,6.55,-3.95,2.6,2.17,1.0,0.68,0.71,0.49,64.6
treveon graham,2020.0,2009.0,929.0,-3.18,0.34,-2.84,-3.66,-0.42,-4.09,-3.46,0.23,-3.23,-0.23,-0.23,0.0,-4.38,0.1,-4.28,-0.41,1.0,0.22,0.27,0.11,21.49
trevor booker,2016.0,3168.8,1574.2,-0.69,0.1,-0.59,-0.47,-0.58,-1.05,-0.67,-0.06,-0.72,1.64,1.63,0.0,-0.83,-0.27,-1.1,-0.49,1.0,0.4,0.42,0.18,35.01
trey burke,2017.5,2528.25,1269.12,0.88,-1.54,-0.66,0.88,-1.85,-0.97,0.94,-1.69,-0.75,1.09,1.02,0.07,0.79,-1.88,-1.09,-1.08,1.0,0.4,0.42,0.16,34.44
trey lyles,2019.75,2783.75,1331.75,-0.99,-0.96,-1.95,-0.67,-0.52,-1.2,-0.99,-0.91,-1.9,0.65,0.66,-0.01,-0.45,-1.42,-1.87,0.0,1.0,0.38,0.38,0.15,32.16
tristan thompson,2018.0,4016.67,2007.22,-0.86,0.66,-0.2,-0.18,-1.9,-2.08,-0.78,0.2,-0.58,2.6,1.78,0.82,-0.64,-0.03,-0.66,-0.9,1.0,0.42,0.43,0.22,37.1
troy daniels,2018.5,2186.75,1048.75,-0.05,-2.29,-2.35,-1.46,-0.53,-2.0,-0.32,-2.05,-2.38,0.15,0.07,0.08,-0.42,-2.44,-2.86,-0.0,1.0,0.31,0.34,0.13,27.73
tyler ennis,2018.0,1441.0,683.0,-0.68,-0.02,-0.7,-2.72,2.58,-0.14,-1.13,0.52,-0.61,0.74,0.74,0.0,-1.38,0.49,-0.89,-0.23,1.0,0.41,0.42,0.15,34.84
tyler herro,2022.0,5144.0,2532.0,1.53,-1.13,0.4,0.34,-1.24,-0.9,1.35,-1.26,0.09,3.61,4.55,-0.94,1.49,-1.28,0.21,0.22,1.0,0.47,0.46,0.25,41.24
tyler johnson,2019.0,3063.8,1479.0,-0.59,-0.34,-0.93,-2.01,0.03,-1.97,-0.92,-0.29,-1.21,1.79,1.89,-0.1,-0.78,-0.37,-1.15,-0.03,1.0,0.39,0.39,0.19,34.02
tyler zeller,2016.0,2215.2,1079.2,-2.0,0.87,-1.13,-1.6,0.74,-0.86,-2.04,0.89,-1.15,1.02,0.99,0.03,-2.34,-0.09,-2.43,-0.05,1.0,0.32,0.39,0.16,30.83
tyus jones,2020.0,3128.4,1478.8,0.99,-0.3,0.69,-0.86,0.82,-0.04,0.65,-0.09,0.56,2.52,2.45,0.07,0.35,-0.24,0.11,-1.06,1.0,0.46,0.49,0.21,41.0
victor oladipo,2018.0,3637.44,1786.0,0.02,1.52,1.54,-0.68,2.32,1.64,-0.11,1.78,1.66,4.36,4.03,0.33,0.05,2.07,2.11,0.83,1.0,0.57,0.55,0.28,49.14
wendell carter jr,2021.5,3378.5,1613.5,-1.74,1.26,-0.47,-1.54,1.25,-0.29,-1.72,1.35,-0.38,2.12,2.12,0.0,-1.96,1.25,-0.71,0.2,1.0,0.42,0.44,0.2,37.0
wesley johnson,2016.5,3145.33,1511.5,-2.39,0.27,-2.12,-2.15,0.86,-1.29,-2.49,0.43,-2.06,0.69,0.61,0.08,-2.01,0.32,-1.69,0.49,1.0,0.38,0.36,0.15,31.39
will barton,2018.5,3954.0,1928.12,0.37,-1.03,-0.66,-1.11,0.35,-0.76,0.05,-0.79,-0.74,2.08,2.16,-0.09,0.1,-0.92,-0.82,-0.11,1.0,0.42,0.43,0.2,37.06
willie cauley stein,2019.5,3308.75,1580.75,-3.05,2.32,-0.74,-0.99,2.04,1.05,-2.79,2.44,-0.35,1.7,1.72,-0.02,-2.73,2.03,-0.7,-0.38,1.0,0.44,0.46,0.19,38.59
willie green,2014.5,1862.0,919.5,-2.65,-0.84,-3.49,-4.7,3.24,-1.45,-3.25,-0.04,-3.29,-0.24,-0.21,-0.03,-2.83,-0.51,-3.35,0.15,1.0,0.28,0.27,0.11,23.23
yogi ferrell,2019.5,1716.0,798.5,0.11,0.53,0.65,-1.67,1.09,-0.58,-0.24,0.7,0.46,1.34,1.34,0.0,-0.74,-0.43,-1.17,-0.76,1.0,0.41,0.51,0.18,39.06
zach collins,2022.0,1089.0,502.0,-3.38,-0.14,-3.52,-1.8,0.22,-1.58,-3.26,-0.05,-3.3,-0.14,-0.14,0.0,-3.69,0.24,-3.44,0.98,1.0,0.27,0.27,0.11,23.1
zach lavine,2019.5,3862.0,1862.67,1.67,-1.75,-0.08,0.23,-2.71,-2.48,1.51,-2.04,-0.53,2.45,2.43,0.02,1.45,-1.97,-0.51,0.38,1.0,0.45,0.45,0.22,39.58
