,pos,year,player_name,Ortg,eFG,TS_per,AST_per,porpag,adjoe,ogbpm,ast,season,dporpag,test_score
21061,Pure PG,2017,jeremy sheppard,90.6,46.3,48.6,30.7,0.772358,96.1696,-0.846924,3.4667,4,2.76398,38.72385094832974
21062,Scoring PG,2022,jeremy sheppard,101.1,48.2,52.66,21.4,1.66547,102.147,0.0499055,3.0667,1,3.00725,34.962021784755386
21063,Scoring PG,2021,jeremy sheppard,107.6,56.1,58.26,19.2,2.56909,110.104,2.506,2.8333,1,2.87084,38.1320789803295
21066,Combo G,2019,jeremy smith,110.8,49.3,52.41,14.0,0.975416,101.213,0.247416,1.6452,2,1.20913,35.151203674735385
21073,Scoring PG,2013,jeremy underwood,88.0,47.6,56.87,17.7,0.0147464,85.4285,-4.93094,1.8286,2,1.89529,43.908290343918175
21075,Scoring PG,2014,jeremy underwood,81.1,39.3,45.31,22.4,-1.19171,77.4537,-4.87383,2.9333,1,1.3661,30.785630805249546
21092,Scoring PG,2013,jerian grant,103.3,47.4,51.77,30.8,3.59462,114.609,2.82817,5.5429,2,3.47516,39.5094456371238
21093,Pure PG,2015,jerian grant,122.2,53.6,59.18,33.5,6.28747,137.08,7.07799,6.6316,1,3.66335,43.53229277170182
21094,Pure PG,2012,jerian grant,110.9,46.8,53.38,29.5,3.89113,117.103,3.49639,4.9706,3,3.62534,46.24856041258534
21104,Scoring PG,2012,jerime anderson,103.1,49.6,50.9,23.8,1.83929,101.716,1.31465,4.2581,1,3.54408,31.926934612369493
21106,Pure PG,2010,jerime anderson,95.0,54.7,55.74,27.5,0.838152,95.7445,-1.09174,3.4483,3,2.17034,38.33661265210414
21109,Scoring PG,2010,jermaine beal,117.6,54.2,58.28,18.8,4.26425,123.501,5.28702,3.0625,1,3.23018,41.751927349462676
21110,Combo G,2020,jermaine bishop,107.5,52.4,55.6,14.2,2.37527,105.349,2.59006,2.2258,1,2.747,39.59806671936789
21112,Scoring PG,2022,jermaine couisnard,93.0,46.9,49.92,27.3,1.85749,107.113,1.40377,3.1538,2,2.73372,36.26594080443211
21113,Scoring PG,2020,jermaine couisnard,97.6,44.9,48.86,23.8,2.06749,108.323,1.50439,3.1667,4,2.70076,42.56539812415605
21114,Combo G,2021,jermaine couisnard,82.2,37.0,39.63,21.5,0.633386,92.0162,-1.9691,3.1765,3,2.43572,30.942436023193554
21129,Combo G,2018,jermaine jackson jr,93.7,42.1,46.5,13.6,0.511844,92.761,-1.52397,2.6667,4,1.10965,40.802931352851374
21130,Scoring PG,2021,jermaine jackson jr,101.1,46.3,52.08,19.8,1.60707,99.1776,-0.316715,3.4667,2,2.22198,39.84846608048786
21131,Scoring PG,2020,jermaine jackson jr,105.0,50.3,55.01,21.3,1.66861,102.247,0.621247,3.125,3,1.75557,43.709635948841
21136,Combo G,2018,jermaine long,89.6,42.1,46.99,19.5,-0.549883,80.15,-4.90297,2.5588,1,2.21781,28.76480971328175
21139,Scoring PG,2018,jermaine marrow,99.2,43.3,48.62,30.5,2.22377,106.418,0.898505,5.4167,3,2.42778,40.03807671306141
21140,Scoring PG,2019,jermaine marrow,107.1,47.8,53.9,28.3,4.21681,120.959,4.13426,4.8857,2,2.63034,43.97401823744018
21141,Combo G,2017,jermaine marrow,88.9,39.3,45.0,22.6,0.954104,96.6304,-2.36145,3.0323,4,1.91614,38.709904643426185
21142,Pure PG,2020,jermaine marrow,105.7,45.0,51.31,37.6,4.67472,120.236,4.23168,6.5357,1,0.95651,39.54997725166388
21146,Combo G,2013,jermaine marshall,98.4,46.6,51.41,19.4,3.11995,111.431,3.28997,2.5806,2,3.50278,42.95747726051567
21150,Combo G,2013,jermaine myers,82.0,39.3,45.6,19.8,-0.546564,77.8731,-3.77359,2.2333,4,1.21768,43.248634205873664
21166,Scoring PG,2010,jermel jenkins,92.6,46.0,49.21,23.2,0.481246,91.187,-0.148504,2.8065,3,2.65295,40.450555294218326
21167,Scoring PG,2011,jermel jenkins,106.0,50.3,51.8,16.7,1.55915,102.895,1.95519,2.6486,2,2.23619,36.66865098950427
21176,Scoring PG,2012,jerome clyburn,92.1,41.3,49.44,22.2,0.330769,89.8038,-1.88604,2.7742,2,1.38892,41.117058655930634
21181,Scoring PG,2010,jerome dyson,95.9,43.1,48.63,28.1,3.26659,113.75,1.65528,4.2353,1,3.90459,34.635224346687394
21187,Combo G,2014,jerome garrison,113.1,51.4,59.91,12.8,3.48188,114.607,2.39739,2.0741,2,1.86619,49.582512682776
21188,Scoring PG,2013,jerome hairston,93.4,45.1,48.19,18.4,0.926755,94.5247,-1.42038,2.5333,4,2.09188,39.646831491876824
21204,Scoring PG,2010,jerome randle,113.1,55.7,61.33,23.8,5.31933,129.714,6.92173,4.2857,1,3.12527,48.65836766707654
21205,Combo G,2016,jerome robinson,90.2,47.9,50.43,21.3,0.745816,94.3837,-1.62307,3.0435,4,3.30136,40.359800127018346
21206,Combo G,2017,jerome robinson,97.0,47.6,51.39,21.4,2.79256,111.439,1.18316,3.375,3,3.39782,40.3227967650427
21207,Combo G,2018,jerome robinson,114.7,56.4,60.73,19.5,5.05301,128.682,5.22217,3.3143,2,3.15995,46.21823236174677
21208,Combo G,2012,jerome seagears,102.7,45.6,48.96,19.9,1.65177,104.403,0.756462,2.4688,4,2.37578,40.63445384781517
21209,Scoring PG,2013,jerome seagears,97.1,45.5,48.58,18.5,1.07675,96.6694,0.501864,2.6129,3,2.0901,39.55526409354418
21211,Scoring PG,2016,jerome seagears,106.8,50.0,54.5,26.1,1.83109,106.048,0.858103,4.1034,1,2.98438,35.60709314265268
21212,Scoring PG,2017,jerome segura,84.8,42.7,44.44,22.8,-0.926597,78.9922,-4.64764,4.0667,2,2.50319,27.233796593742724
21213,Pure PG,2016,jerome segura,90.0,44.4,45.63,30.4,0.0791756,88.6985,-2.60866,5.0,3,1.83088,30.77379206849677
21224,Combo G,2021,jeron artest,78.8,37.6,38.84,10.0,-1.01485,70.7474,-4.10698,1.2593,3,2.13,31.11596622117796
21244,Scoring PG,2011,jerrell thompson,101.8,46.0,52.0,26.2,1.80791,103.008,1.03131,3.7241,1,2.15543,37.886466704640306
21245,Pure PG,2010,jerrell thompson,100.2,47.5,50.38,26.7,0.56284,91.1906,-2.14715,4.5862,2,1.0949,32.36110192927585
21258,Combo G,2019,jerrick harding,111.8,53.8,59.82,8.9,3.56578,117.697,2.96715,1.4,2,2.86888,46.94230120996325
21261,Combo G,2020,jerrick harding,103.9,52.3,56.71,16.0,4.24528,119.836,3.82813,2.1724,1,2.09942,41.693207777027055
21263,Combo G,2014,jerrold brooks,102.7,46.2,49.83,18.6,1.48762,103.712,0.655544,2.4545,1,2.7124,32.34543923001011
21264,Combo G,2013,jerrold brooks,114.1,52.2,53.73,14.2,2.79429,111.832,2.99632,2.2,2,2.87944,37.03522071014944
21268,Combo G,2014,jerron granberry,104.4,53.2,58.41,10.7,0.866135,98.3639,-0.256509,1.2258,1,2.35025,40.39004677468328
21282,Combo G,2020,jerry johnson jr,106.3,49.3,55.87,17.1,1.71444,106.847,2.66561,1.7742,1,1.48499,43.375566716875724
21283,Combo G,2019,jerry johnson jr,99.7,48.0,50.58,18.7,1.24139,101.394,-0.129479,2.3226,2,1.7072,34.00446913345686
21291,Combo G,2010,jerry smith,103.6,47.0,51.09,14.3,1.75772,106.97,1.61343,1.871,1,2.62464,35.216682652429974
21296,Combo G,2020,jervae robinson,93.9,46.0,47.99,10.4,0.212541,87.6705,-1.57561,1.4375,1,2.65249,30.619658549810016
21308,Combo G,2014,jesse berry,96.7,46.7,51.38,11.4,1.1005,99.5588,-0.222443,1.3214,1,1.55764,35.733806070268415
21309,Combo G,2011,jesse berry,101.8,50.5,54.33,11.4,1.24108,101.392,1.18966,1.2,4,1.51483,47.55672808379418
21310,Combo G,2012,jesse berry,99.8,51.1,54.17,11.9,1.29359,102.231,1.25094,1.069,3,1.4529,43.46321134230913
21311,Scoring PG,2013,jesse berry,98.8,50.8,56.2,20.5,1.82969,103.189,1.16045,2.5185,2,1.73942,44.344398679058216
21316,Combo G,2012,jesse carr,105.3,53.9,57.53,21.1,1.69439,104.933,1.5347,2.6875,2,2.08604,41.89020523296443
21334,Combo G,2012,jesse morgan,99.9,48.3,50.87,15.4,1.46125,101.7,0.914075,2.2432,3,2.73152,39.837597592033774
21337,Combo G,2015,jesse morgan,106.2,45.9,48.75,10.8,2.31739,110.421,3.68998,1.3333,1,3.26253,35.24301170627391
21348,Scoring PG,2011,jesse sanders,105.7,44.7,53.18,34.5,2.38667,107.136,2.02702,5.5517,2,2.70876,45.12647660300278
21349,Pure PG,2012,jesse sanders,117.7,51.3,58.58,42.1,4.1146,118.876,5.60158,7.6552,1,2.07851,46.639506511740144
21350,Scoring PG,2010,jesse sanders,96.2,47.6,53.14,30.5,0.811317,92.8388,-1.03345,4.8214,3,2.40454,43.31195618614193
21351,Pure PG,2013,jesse steele,92.0,42.4,46.53,25.6,0.908947,93.5563,-0.230053,3.6129,1,2.31793,32.92546723553689
21353,Scoring PG,2012,jesse steele,99.6,47.9,51.75,25.2,1.63549,99.4815,0.714545,4.1562,2,1.67812,38.847320573671404
21373,Combo G,2013,jesus delgado,98.0,46.8,51.35,16.5,1.09494,96.599,-1.00567,1.9286,1,1.65047,34.161953198833054
21382,Scoring PG,2017,jevon carter,118.0,53.3,57.12,20.5,3.92707,123.755,4.9317,3.7027,2,4.88943,42.52998902499882
21383,Pure PG,2018,jevon carter,117.3,49.8,54.92,35.2,5.39718,131.844,6.54098,6.6486,1,4.86782,40.4444681344355
21384,Scoring PG,2016,jevon carter,108.6,45.9,50.04,21.2,2.24382,111.419,2.22933,3.2571,3,3.84502,39.59813539665396
21385,Scoring PG,2015,jevon carter,106.2,45.1,48.64,14.8,1.74618,108.694,2.95885,1.7714,4,2.999,43.728152281553044
21389,Combo G,2021,jevon tatum,81.0,38.7,43.73,18.0,-0.436912,80.4839,-4.85891,2.2143,4,1.89547,37.58624010456513
21390,Scoring PG,2015,jevon thomas,81.7,41.2,44.59,26.6,-0.388832,83.0086,-3.16728,3.2903,3,2.83149,34.74335184245534
21392,Combo G,2012,jewuan long,106.1,55.3,57.57,17.1,1.53899,101.466,1.43114,2.3667,1,3.18216,37.98517404509867
21400,Scoring PG,2021,jhamir brickus,104.9,56.8,58.9,23.9,2.00619,106.814,1.13251,3.4,4,2.10925,45.733795109162024
21401,Scoring PG,2022,jhamir brickus,101.6,54.1,55.17,24.3,1.38177,99.6918,-0.859669,3.3571,3,1.96877,36.76539439249327
21405,Combo G,2015,jherrod stiggers,97.7,48.7,51.72,17.2,1.81306,102.268,1.4475,2.5484,2,2.81223,39.34461355685986
21412,Combo G,2021,jhivvan jackson,105.1,52.4,55.56,20.0,3.86022,117.672,3.846,3.44,1,2.38267,39.26098254604495
21413,Combo G,2018,jhivvan jackson,104.2,51.9,55.86,15.0,2.97102,120.358,4.46129,1.7931,4,2.21941,50.09914109385224
21414,Combo G,2019,jhivvan jackson,100.4,46.3,50.53,18.0,3.44953,119.948,4.14162,2.4483,3,2.59311,43.7515550467548
21432,Combo G,2011,jim mower,110.6,56.7,60.22,10.8,2.16856,107.274,2.5681,1.4194,2,1.65936,45.36352542489507
21434,Combo G,2010,jim mower,118.2,58.4,60.59,16.6,2.93016,117.377,4.94045,1.9062,3,0.903267,47.29433232540944
21441,Scoring PG,2010,jimmer fredette,121.0,53.7,61.53,30.7,6.12419,142.803,9.48092,4.6765,2,3.39751,54.51736817478203
21442,Scoring PG,2011,jimmer fredette,114.7,53.1,59.2,28.6,7.18971,144.192,10.0698,4.3056,1,3.90002,50.11112080107773
21453,Combo G,2014,jimmie taylor,110.2,55.4,58.18,17.0,2.36166,111.238,1.80193,2.3226,4,1.62568,45.988075565303525
21467,Combo G,2016,jimmy gavin,118.3,57.6,61.63,17.5,3.87375,120.166,4.48654,3.0,1,1.98682,43.253630789262274
21468,Scoring PG,2012,jimmy gray,89.0,47.4,49.59,25.2,-0.146612,84.4694,-2.27491,3.6129,2,1.94524,34.126782262267284
21470,Combo G,2013,jimmy gray,85.5,47.3,48.98,22.6,0.0346155,85.5163,-1.80164,3.1724,1,2.01761,31.462730268388693
21471,Scoring PG,2011,jimmy gray,96.0,47.3,49.95,18.7,0.318303,89.5871,-2.17376,2.2903,3,0.977184,36.25650226828357
21487,Combo G,2018,jimmy sotos,100.0,49.6,56.07,14.4,0.0961231,89.0561,-2.37011,2.0,4,2.07698,48.29812055674492
21488,Scoring PG,2020,jimmy sotos,98.4,49.5,54.09,24.6,1.44399,98.2858,-0.384876,3.8529,2,2.77031,39.727748022548234
21489,Pure PG,2019,jimmy sotos,100.8,47.1,52.04,35.3,1.26511,99.4919,-0.895598,6.0968,3,2.76808,39.156260129837115
21493,Combo G,2018,jimmy whitt,108.8,49.8,51.65,21.3,2.67371,110.999,0.688629,3.4545,3,3.84156,34.900308952279225
21497,Scoring PG,2012,jimmy williams,84.7,47.2,49.11,31.6,0.268722,89.3912,-4.03176,3.3871,1,1.90524,25.362069626077293
21502,Scoring PG,2011,jio fontan,97.6,46.2,49.97,25.8,2.13022,105.852,-0.272051,3.9167,2,3.37473,33.98325191095467
21503,Pure PG,2013,jio fontan,89.2,38.5,44.32,31.3,1.23776,96.2334,-0.815136,5.25,1,2.93366,32.00169787701777
21504,Scoring PG,2020,jitaurious gordon,94.8,46.7,49.05,29.6,1.52898,101.886,0.483438,3.2258,2,1.78862,33.68391365484137
21523,Scoring PG,2015,jj frazier,115.4,51.4,58.15,23.8,2.97632,117.194,3.16682,3.25,3,3.45197,48.09598887706892
21524,Scoring PG,2017,jj frazier,109.9,46.8,54.82,27.0,4.83192,127.913,4.62725,4.1471,1,4.13459,42.85951688518148
21525,Scoring PG,2016,jj frazier,119.8,50.2,56.88,32.4,5.00598,133.251,6.01282,4.4412,2,3.70751,44.66586406807906
21541,Combo G,2022,jj murray,97.4,44.9,47.35,9.8,-0.239788,82.9328,-1.74772,1.4062,1,3.58964,31.0565379632245
21560,Combo G,2012,jj thompson,85.1,41.2,44.56,18.0,-0.21957,83.1083,-3.77839,2.4828,4,1.48289,36.827128097996905
21562,Scoring PG,2015,jj thompson,92.4,45.8,49.79,22.7,-0.0815845,86.2974,-2.57296,2.7857,2,1.21238,35.063898453499576
21563,Pure PG,2016,jj thompson,91.4,42.3,46.19,30.9,0.398192,91.5199,-2.96758,4.76,1,0.947556,26.78060376560427
21571,Combo G,2013,j'mychal reese,83.0,41.3,44.36,15.4,-0.0494019,84.6842,-3.23296,1.9091,4,2.26204,37.55424519963532
21600,Combo G,2016,joe bramanti,86.3,39.5,43.59,15.2,-1.44397,73.7671,-5.51168,2.4483,2,2.09565,29.544726919414238
21604,Combo G,2020,joe bryant jr,101.5,45.5,50.68,15.6,1.47849,99.5754,-0.115927,2.1333,3,2.67981,41.44726700716052
21605,Combo G,2022,joe bryant jr,106.4,49.3,56.69,18.7,3.07194,111.656,2.22097,3.1613,1,3.0417,43.66472500770613
21606,Combo G,2021,joe bryant jr,101.6,48.6,52.84,14.5,1.35945,99.4733,0.507911,1.9048,2,2.29417,39.923037468669705
21617,Scoring PG,2017,joe chealey,118.3,51.8,59.79,22.1,4.62714,127.02,5.10236,3.1714,2,3.49486,49.51422098521751
21618,Scoring PG,2015,joe chealey,98.9,45.2,51.41,25.8,1.78812,103.342,0.230149,3.303,3,2.5776,42.651312020929524
21619,Combo G,2018,joe chealey,113.6,45.9,55.59,19.4,3.80361,119.168,2.98109,3.5882,1,2.98443,44.442864179405255
21623,Combo G,2017,joe cremo,111.8,51.4,57.51,21.8,3.52442,116.167,3.53173,3.8286,3,2.99098,49.19203753661657
21624,Combo G,2018,joe cremo,120.0,55.0,60.06,21.8,4.39178,123.37,5.19004,3.75,2,2.85248,46.78924666124483
21629,Combo G,2012,joe crisman,86.8,43.2,45.36,13.8,0.123066,86.8223,-2.06044,1.7692,4,2.24219,38.411727290378444
21634,Scoring PG,2010,joe dukes,103.3,45.7,49.7,30.4,3.04365,113.776,5.04009,3.9032,1,2.85811,38.52186839092532
21663,Combo G,2014,joe harris,113.4,54.7,56.48,18.1,3.37648,122.197,4.54486,2.2703,1,4.04406,36.276844975106556
21668,Scoring PG,2010,joe hoban,94.8,45.7,50.55,23.0,0.0373964,86.2307,-2.88964,2.6207,2,1.61179,35.72609254996175
21669,Scoring PG,2011,joe hoban,94.1,49.4,52.45,23.4,0.815306,94.4393,-0.373822,3.0345,1,1.76363,34.86219625238111
21676,Scoring PG,2013,joe jackson,111.9,57.7,61.32,27.8,3.3401,114.941,2.96081,4.8056,2,3.78061,44.07020566221675
21677,Scoring PG,2014,joe jackson,112.3,47.7,54.7,24.2,3.76287,120.851,2.93548,4.5152,1,3.61564,39.41082515105755
21678,Scoring PG,2012,joe jackson,105.7,45.7,55.68,26.5,2.7885,115.924,2.17034,3.8529,3,3.01126,50.42068555607322
21679,Scoring PG,2011,joe jackson,92.6,46.9,53.18,29.3,1.3395,104.112,0.0554801,3.1143,4,2.10519,46.894428490243925
21680,Scoring PG,2010,joe jakubowski,102.3,47.0,52.34,23.1,1.32247,97.4193,0.168877,3.7586,2,2.36401,40.28033836625825
21686,Combo G,2019,joe kasperzyk,93.2,46.5,53.66,20.8,0.846616,97.1401,-2.26929,2.3667,4,1.25091,46.19824462684976
21687,Combo G,2021,joe kasperzyk,84.6,42.2,45.75,18.8,0.0450114,85.7793,-3.76996,2.0,2,1.39908,30.959237469714676
21698,Scoring PG,2011,joe mazzulla,108.4,48.8,55.11,28.4,2.35822,109.844,1.1867,4.2121,1,3.35283,37.80795211143463
21700,Scoring PG,2014,joe mcdonald,104.8,45.2,51.88,25.0,1.87596,106.649,1.12387,4.0938,3,3.46738,43.74646495686791
21702,Combo G,2015,joe mcdonald,106.6,49.7,51.0,21.0,2.29967,108.628,2.35372,3.1429,2,3.51,34.84852464720067
21703,Scoring PG,2013,joe mcdonald,84.7,42.1,46.83,22.1,0.114572,86.4262,-2.74872,3.2,4,3.09439,41.38490982825523
21705,Combo G,2019,joe mooney,104.0,53.3,56.37,10.6,1.41514,102.765,1.10733,1.2258,2,2.21847,41.01291305756935
21723,Combo G,2019,joe quintana,107.7,48.7,53.44,12.3,1.3945,102.995,0.59711,1.6875,3,2.83968,42.39365203517054
21724,Combo G,2021,joe quintana,109.0,57.9,61.97,12.9,2.10976,103.98,0.582641,2.1579,2,3.14658,44.47623316522978
21725,Combo G,2022,joe quintana,113.9,54.2,59.2,10.5,3.22792,113.869,2.68011,1.7586,1,2.13899,41.91867771953375
21727,Scoring PG,2012,joe ragland,128.1,67.9,70.39,23.0,4.51535,133.586,7.57621,3.1935,1,3.13248,47.79915031120929
21728,Scoring PG,2011,joe ragland,116.2,51.8,57.43,25.3,2.213,117.134,2.37931,2.75,2,2.18835,40.42439650474428
21729,Scoring PG,2013,joe rahon,103.7,49.6,53.54,22.0,2.46588,105.262,1.51883,3.7273,4,2.76652,46.43214405316331
21730,Combo G,2014,joe rahon,104.5,49.6,52.67,21.5,2.23203,107.665,1.36474,3.2903,3,2.021,40.1182957427796
21731,Scoring PG,2017,joe rahon,116.0,49.8,52.28,27.1,3.10037,112.349,1.87613,5.6471,1,4.35062,30.874369870461898
21732,Scoring PG,2016,joe rahon,109.4,50.5,51.0,25.4,2.88853,110.312,1.71205,5.3235,2,4.16337,31.81808034070852
21745,Combo G,2016,joe rosga,113.7,55.6,62.48,15.5,2.81074,112.364,1.7993,2.2414,4,2.62549,54.110180102177864
21746,Combo G,2018,joe rosga,118.8,58.4,63.56,16.7,3.74177,118.935,4.1745,2.9333,2,2.42849,48.92918513493068
21747,Combo G,2017,joe rosga,114.0,56.3,60.35,17.9,2.95576,112.711,2.85186,3.2333,3,2.26947,47.695557536270684
21748,Combo G,2019,joe rosga,105.7,51.7,53.81,15.3,1.76816,103.522,0.568392,2.3846,1,1.70575,33.06949611316294
21788,Scoring PG,2016,joel berry ii,122.1,53.0,57.3,19.4,4.10049,126.412,4.83435,3.75,3,3.6426,44.92776160186584
21789,Scoring PG,2017,joel berry ii,118.2,53.2,57.05,19.7,4.14758,126.991,4.99282,3.6316,2,3.8886,41.823788331068705
21790,Combo G,2018,joel berry ii,112.4,48.5,52.96,17.1,4.32254,125.519,4.47234,3.2222,1,3.64986,37.30086068086955
21796,Scoring PG,2021,joel brown,92.7,50.9,51.0,23.7,0.560164,91.3603,-2.62832,3.1429,3,2.77755,32.43412484984663
21797,Scoring PG,2022,joel brown,85.1,43.0,43.76,23.3,-0.177457,83.4665,-4.0501,3.2,2,2.6338,25.424670627540145
21816,Combo G,2022,joel murray,103.4,47.4,53.76,20.0,3.10254,112.954,1.47486,2.8485,2,2.60371,41.64556606248223
21817,Scoring PG,2013,joel naburgs,102.3,50.9,55.35,26.5,1.61271,101.345,1.55063,3.9,1,1.89681,39.591513341321196
21819,Combo G,2011,joel naburgs,100.9,46.1,51.95,11.3,0.837761,95.0593,0.397857,1.5,3,1.45416,45.77413234465703
21820,Combo G,2010,joel naburgs,99.2,50.8,53.56,19.1,0.553731,93.3078,-0.846186,1.7692,4,0.949073,43.12286375276562
21825,Combo G,2013,joel smith,117.9,61.0,65.01,19.3,4.14792,120.151,5.04955,2.8387,1,2.25124,46.829638754361795
21826,Combo G,2011,joel smith,112.6,59.4,61.34,17.6,2.99956,114.787,5.12101,2.3548,3,1.48564,49.687648946791484
21840,Combo G,2017,joe'randle toliver,89.8,47.5,48.63,15.2,-0.601785,80.8886,-2.45044,1.8438,2,1.32129,33.06467084247588
21842,Combo G,2011,joey accaoui,111.5,54.2,57.3,13.1,2.27088,110.492,1.84684,1.6207,1,2.26949,36.780147536344806
21843,Combo G,2010,joey accaoui,97.1,46.5,49.72,15.2,0.512268,92.9148,-0.713528,1.4857,2,1.45458,35.87346103705272
21853,Combo G,2021,joey calcaterra,97.0,49.3,53.24,13.2,1.91958,103.696,1.78378,1.8333,2,2.59167,42.42117835535146
21855,Combo G,2020,joey calcaterra,98.2,47.0,51.28,14.4,1.64496,102.281,0.47065,1.8438,3,2.55912,41.786803700671975
21857,Pure PG,2018,joey frenchwood,95.2,44.9,47.52,27.6,0.3703,91.5944,-1.42569,4.2069,1,2.35216,28.749435658800977
21858,Pure PG,2017,joey frenchwood,95.1,47.3,49.56,29.7,0.557136,94.06,-1.00947,4.2353,2,1.85322,32.837490433662886
21873,Scoring PG,2017,joey mclean,102.4,51.9,54.77,17.8,1.04766,97.7522,-1.14651,2.625,2,2.45896,36.03867587103561
21876,Combo G,2012,joey miller,93.6,39.7,47.81,20.6,0.934891,95.0962,-0.762882,2.8148,4,1.50926,47.11258377190908
21878,Combo G,2013,joey ptasinski,109.0,54.7,56.42,12.8,1.78919,103.186,1.82732,1.8182,3,1.86394,42.939460114091176
21879,Combo G,2015,joey ptasinski,126.6,64.8,66.23,10.4,2.65021,112.529,2.52072,1.8125,1,1.39281,39.69371837984321
21880,Combo G,2014,joey ptasinski,120.9,63.2,64.25,11.4,2.9359,113.725,3.60408,1.9333,2,1.1911,43.81274572953743
21886,Pure PG,2011,joey rodriguez,103.9,43.9,49.27,30.7,2.47838,107.8,1.3625,5.2,1,3.0961,34.1484649869748
21887,Pure PG,2010,joey rodriguez,112.5,51.4,55.87,32.4,3.69237,118.301,4.46928,5.7778,2,3.14153,43.16369921623483
21903,Scoring PG,2011,john ashworth,100.4,44.2,47.11,15.6,0.0158583,86.4102,-0.80604,2.8065,1,2.06426,31.661553367874973
21904,Pure PG,2010,john ashworth,94.5,45.7,49.86,22.3,-0.361088,82.5201,-1.42142,4.3824,2,2.46991,38.769389865926996
21919,Combo G,2011,john bowman,92.3,46.0,48.86,14.6,-0.2641,82.8825,-2.48936,1.8621,2,1.35546,34.723317783366106
21920,Combo G,2010,john bowman,81.1,42.4,44.81,12.6,-0.756964,76.3521,-3.83808,1.5556,3,1.42861,35.35162922124843
21922,Pure PG,2010,john boyer,119.5,51.9,56.77,28.1,2.55047,107.461,1.52719,5.3448,1,2.40335,36.991744525105716
21927,Combo G,2015,john brisco,105.3,53.1,55.39,9.0,1.41247,103.088,1.28925,1.0938,1,1.80552,36.34169612425055
21928,Combo G,2014,john brisco,102.8,45.7,50.23,15.3,1.52945,106.221,0.822377,1.5625,2,1.29554,36.706826570317894
21942,Scoring PG,2013,john caleb sanders,104.7,47.5,53.84,30.0,2.76779,111.242,2.48618,3.8485,2,1.58877,42.921222012041
21945,Scoring PG,2014,john caleb sanders,105.7,46.1,52.07,27.5,1.87544,105.091,0.263442,4.4828,1,1.26238,35.05869325970181
21958,Scoring PG,2020,john comeaux,110.8,51.0,57.39,17.1,1.51198,104.974,-0.371749,2.2667,1,2.70303,37.75593653440176
21963,Combo G,2020,john crosby,95.9,47.9,52.66,21.5,2.23632,103.733,1.25158,3.3125,1,1.05234,38.67229287650978
21972,Combo G,2018,john davis iii,114.1,56.5,58.9,16.7,2.25482,110.887,1.63822,2.5758,1,2.68213,35.7802370784781
21973,Combo G,2017,john davis iii,107.1,50.6,52.99,17.6,1.39455,101.536,-0.328499,2.8235,2,2.8015,34.087053748813474
21976,Combo G,2017,john dawson,91.6,47.3,51.1,19.8,0.130821,89.0982,-2.3299,2.6571,1,2.70754,32.85699789860143
21977,Combo G,2016,john dawson,97.0,54.9,57.24,25.9,1.58752,102.238,0.512921,3.381,2,2.36269,39.656934620500536
21979,Scoring PG,2017,john dewey iii,94.3,46.6,52.12,31.6,0.647003,94.0885,-1.4716,4.9412,3,2.5645,41.38411307349864
21980,Scoring PG,2018,john dewey iii,96.4,42.0,50.07,28.7,1.06148,97.888,-1.02636,4.3889,2,2.32567,40.08196326117361
22021,Scoring PG,2016,john gillon,112.7,47.4,57.05,23.4,3.07356,116.493,2.57442,3.8125,2,1.94888,47.82152119125695
22022,Pure PG,2015,john gillon,118.0,46.5,57.55,28.8,2.3669,120.65,2.92755,3.2353,3,1.7355,50.473432753519944
22024,Pure PG,2017,john gillon,116.7,51.4,57.99,33.1,3.6147,123.012,4.00337,5.4118,1,2.69439,41.07277941897018
22059,Combo G,2012,john jenkins,126.4,62.0,65.58,8.4,6.08628,138.417,10.1899,1.2,2,3.45085,55.32743737160409
22060,Combo G,2010,john jenkins,126.9,61.8,64.3,8.5,3.35555,127.76,7.2982,0.9667,4,2.28337,54.60807586298361
22070,Combo G,2020,john jones,94.2,42.8,46.5,7.7,0.494329,91.2768,-1.0001,0.931,2,1.12664,35.35283846790298
22071,Pure PG,2015,john jordan,106.1,46.5,52.24,36.2,3.0195,111.556,2.7096,5.2353,1,2.91465,37.732002608994975
22080,Scoring PG,2022,john knight iii,102.2,53.5,56.35,24.4,2.44032,106.933,1.05515,4.0571,1,2.79951,36.227101379294226
22081,Combo G,2020,john knight iii,98.0,46.5,53.7,24.6,1.9905,107.321,1.08059,2.9677,2,2.74915,43.395146828311105
22082,Scoring PG,2021,john knight iii,112.4,55.6,59.05,28.5,3.47355,115.216,2.68122,4.4348,1,2.62505,38.25838890825731
22097,Combo G,2017,john marshall,100.0,39.8,49.2,17.7,0.406709,91.6951,-1.94417,2.9375,1,1.04428,38.060599152184444
22098,Pure PG,2014,john marshall,101.1,47.3,55.21,27.1,0.427483,94.2525,-2.98766,2.3929,4,1.02569,45.370418542367645
22100,Scoring PG,2016,john marshall,103.5,47.1,53.67,21.2,0.674675,97.1829,-1.84764,2.2857,2,0.708386,38.067012470662306
22106,Combo G,2022,john mcgriff,91.1,44.0,45.75,21.1,0.87178,94.336,-2.23701,2.6,3,1.8178,31.408114848014726
22112,Combo G,2021,john michael wright,109.1,48.5,53.57,25.4,4.11461,120.901,6.825,3.2273,3,2.56076,50.5437908074384
22113,Combo G,2022,john michael wright,100.8,45.7,51.21,20.8,3.07265,110.81,2.20589,3.4375,2,2.55442,41.30959042800642
