,pos,year,player_name,Ortg,eFG,TS_per,AST_per,porpag,adjoe,ogbpm,ast,season,dporpag,test_score
3752,Scoring PG,2015,ben wilson,92.5,41.5,46.69,21.1,-0.386909,84.1672,-3.45549,3.5667,2,1.78382,33.44904648376664
3779,Combo G,2015,benny parker,88.4,39.5,46.23,12.8,-0.68036,80.3071,-4.38486,1.7419,2,3.36115,35.54330543043692
3780,Combo G,2016,benny parker,100.9,46.6,50.38,14.5,0.406593,92.4912,-1.61282,2.1765,1,2.46826,31.789434619501545
3781,Scoring PG,2013,benny parker,79.0,36.8,42.27,20.6,-0.729266,75.0608,-4.51084,2.0909,4,1.98128,39.35723176313265
3785,Combo G,2020,benson lin,98.2,45.4,48.73,8.9,0.661524,93.4251,-0.923469,1.1562,4,1.64021,41.4969476384567
3791,Combo G,2022,bentiu panoam,91.6,47.7,50.37,13.5,-0.129896,83.9838,-3.2245,1.8387,1,0.974609,30.921261389391503
3807,Combo G,2013,bernard thompson,104.5,53.1,55.23,11.6,2.47877,108.884,2.08636,1.6857,3,3.51584,42.735543503351884
3809,Combo G,2015,bernard thompson,106.3,48.8,51.49,11.6,2.06732,105.706,2.27299,1.75,1,3.23427,35.378744204662254
3825,Pure PG,2010,biko paris,90.1,44.8,49.94,27.5,0.377071,89.987,-1.25798,4.0645,2,2.44824,38.729861502596165
3826,Scoring PG,2011,biko paris,111.9,56.9,58.93,21.8,3.03141,114.116,2.98621,3.5455,1,2.1811,37.59556318194486
3847,Scoring PG,2014,billy baron,125.1,56.3,63.04,29.8,6.5987,138.216,8.83347,5.4545,1,2.86415,50.994867729145376
3848,Scoring PG,2013,billy baron,115.7,51.5,57.06,31.0,4.9092,126.205,5.12203,5.0294,2,2.40128,44.59365477453083
3849,Combo G,2012,billy baron,109.1,47.5,53.84,17.2,2.9914,113.1,2.56811,2.6,3,2.2631,46.19348063884436
3852,Combo G,2019,billy brown,104.2,63.1,63.82,10.9,0.147437,88.9005,-2.21496,1.7,2,2.35795,39.90827792907973
3853,Combo G,2020,billy brown,99.4,50.9,54.27,8.8,-0.380192,81.6989,-2.91688,1.6667,1,1.94892,35.009972279730526
3856,Scoring PG,2016,billy garrett jr,101.4,44.2,52.15,27.1,2.579,114.607,1.69689,3.5333,2,2.25289,41.92299190303801
3857,Scoring PG,2017,billy garrett jr,99.2,44.5,53.64,25.1,2.66038,114.049,1.73143,3.3438,1,2.5578,42.365412434147615
3858,Scoring PG,2015,billy garrett jr,109.2,46.6,57.43,27.0,3.2207,118.401,2.65273,3.9375,3,2.0952,52.68532930296166
3859,Scoring PG,2014,billy garrett jr,103.7,43.0,52.04,21.9,2.47288,112.951,1.0183,3.0,4,2.15789,48.66303228115242
3879,Combo G,2015,bishop daniels,82.3,42.2,47.18,16.2,0.201625,89.718,-2.75007,1.6786,2,2.33013,35.5301916944775
3880,Combo G,2016,bishop daniels,83.1,42.6,45.75,23.0,0.0463127,88.4189,-2.38324,2.9355,1,2.01447,29.340597058766594
3888,Combo G,2021,biwali bayles,106.3,46.7,50.72,22.0,1.38104,103.659,0.454138,2.5714,4,1.54701,41.382006366463635
3901,Combo G,2021,bj greenlee,97.1,50.0,52.11,17.5,0.916409,93.831,-0.885658,2.9565,3,2.54254,38.91233249050947
3902,Scoring PG,2011,bj holmes,115.4,54.3,60.04,21.4,3.02123,115.344,3.17734,3.0625,1,3.42396,42.7356403081108
3903,Combo G,2010,bj holmes,108.7,51.1,57.76,13.9,2.32151,111.74,2.92874,1.7576,2,3.02999,47.33449576886794
3904,Scoring PG,2010,bj jenkins,120.0,56.0,59.0,22.6,2.79016,116.201,3.40916,3.1471,2,3.09332,40.5325143727217
3905,Scoring PG,2011,bj jenkins,118.6,55.1,61.54,25.1,3.05131,116.171,4.07663,3.3333,1,2.88474,45.45352399580739
3920,Scoring PG,2018,bj miller,108.0,53.2,57.31,21.1,1.35992,101.668,-1.14826,3.1515,2,2.30061,37.29113501923313
3923,Scoring PG,2019,bj miller,109.8,55.3,60.06,16.6,1.69133,104.008,-1.52176,2.5667,1,1.9787,35.832405875395565
3934,Scoring PG,2017,bj taylor,107.2,47.4,52.27,23.1,4.02741,119.665,2.81885,3.4828,3,4.60437,42.07124180817045
3935,Scoring PG,2019,bj taylor,113.2,46.8,55.25,19.1,4.32144,123.901,4.19035,3.2424,1,3.61137,43.89826323208955
3937,Combo G,2015,bj taylor,104.9,45.3,49.63,16.3,2.35147,108.654,1.5993,2.5,4,1.66108,43.3371028080352
3939,Combo G,2016,bj tyson,97.5,47.3,50.39,18.2,2.029,105.732,0.45127,2.5625,3,2.63628,38.52162541581253
3940,Combo G,2018,bj tyson,101.9,46.4,50.79,16.1,2.18525,105.3,0.427689,2.7,1,2.30675,34.04100757614596
3943,Combo G,2013,bj young,103.1,48.0,50.94,26.8,3.19854,118.507,4.43568,3.3871,3,2.60976,41.922564158038426
3944,Combo G,2012,bj young,110.2,57.5,60.3,22.0,3.49707,125.663,7.08736,2.2812,4,2.377,54.08961444386707
3945,Scoring PG,2017,bjorn broman,105.3,50.7,52.87,13.7,0.218407,90.1124,-1.65336,2.1818,3,2.06486,37.49335654172625
3946,Scoring PG,2018,bjorn broman,122.9,59.1,62.82,17.4,2.57619,111.556,1.52618,3.0645,2,2.29572,41.77011048284643
3947,Scoring PG,2016,bjorn broman,101.2,40.9,47.07,10.7,-0.118916,86.7215,-2.27576,1.8966,4,1.58935,42.37267564789574
3948,Combo G,2019,bjorn broman,122.5,54.0,59.75,11.7,2.79489,113.337,1.55414,2.3448,1,1.99696,39.39374695593979
3951,Combo G,2022,blaise beauchamp,92.4,49.5,52.34,9.9,0.812466,96.6766,-1.02304,0.8,3,1.21234,40.024806486220385
3953,Scoring PG,2012,blaise ffrench,76.5,36.3,41.97,28.3,-0.827129,74.9166,-4.95475,2.931,2,1.70754,31.996376235341494
3954,Scoring PG,2013,blaise ffrench,84.1,41.2,42.4,29.6,-0.237643,83.0959,-3.19882,4.4667,1,2.55309,23.498284576816996
3958,Combo G,2011,blake allen,101.9,51.4,51.81,20.7,0.944186,97.5991,0.117602,2.5357,3,1.47185,36.00118970767045
3959,Combo G,2013,blake allen,104.2,49.3,50.56,16.7,2.10102,102.486,2.17834,2.8387,1,2.30224,33.633526473380314
3960,Combo G,2012,blake allen,113.4,57.5,58.67,19.2,3.21832,112.694,3.59229,3.069,2,2.0702,41.09452294950008
3961,Combo G,2013,blake bozeman,86.5,37.7,41.58,15.4,-0.855203,77.3534,-3.87988,2.75,3,1.92984,33.55952106580361
3962,Combo G,2014,blake bozeman,86.9,38.4,40.08,11.2,-1.10376,77.9601,-3.933,1.9677,2,1.79223,26.169434069896
3963,Scoring PG,2012,blake bozeman,87.1,42.6,45.13,13.8,-0.620225,77.9668,-3.21292,1.6552,4,1.15431,38.56508268648828
3964,Combo G,2015,blake bozeman,97.3,44.8,47.97,11.5,0.96423,95.4947,-0.301375,1.6774,1,1.28166,32.21199833007411
3973,Combo G,2021,blake francis,100.4,50.4,52.82,12.9,2.85632,109.354,1.53285,2.1,1,3.20003,34.786178939332935
3974,Combo G,2020,blake francis,102.0,50.7,54.12,12.5,2.9429,111.552,2.42376,2.0,2,3.19776,41.137762936968414
3975,Combo G,2018,blake francis,118.9,55.5,58.46,10.5,3.33473,117.28,4.01163,1.6875,3,2.5427,45.710508126005784
3991,Combo G,2010,blake hoffarber,133.1,67.3,68.64,12.4,3.95843,127.24,6.50089,1.8,2,2.90608,47.52119601949359
3992,Scoring PG,2011,blake hoffarber,114.8,53.5,57.27,24.1,4.01392,119.342,5.10203,4.0645,1,3.31603,41.46344104951049
3998,Combo G,2012,blake jolivette,89.2,43.2,47.01,17.2,0.302817,89.3992,-2.25561,1.8125,2,1.7765,33.71933478051776
4002,Combo G,2022,blake lampman,107.0,50.3,51.12,4.2,0.681059,93.2487,-0.529281,0.871,3,1.82773,36.54314773677247
4003,Combo G,2020,blake lampman,100.8,46.8,47.46,12.5,0.0965589,86.496,-1.81131,1.6061,4,1.61925,36.16613209896701
4028,Combo G,2011,blake sanford,93.9,45.9,49.68,11.6,0.721681,93.9266,0.380688,1.1852,1,0.597027,36.47221884722444
4030,Combo G,2016,blake simmons,101.8,51.6,54.36,18.6,0.460415,92.7262,-0.644802,2.9091,2,2.66611,37.890295722273194
4031,Combo G,2015,blake simmons,107.6,53.6,57.67,14.5,1.16645,98.6132,0.448949,2.3333,3,2.38212,45.36674071192119
4032,Combo G,2014,blake simmons,99.7,48.5,52.56,15.5,0.888005,96.3548,-0.294775,2.3871,4,2.24718,45.04068682903017
4037,Combo G,2010,blake smith,98.1,49.1,50.56,20.7,0.685405,92.8422,0.343514,3.0345,4,2.97446,42.1868403231136
4039,Combo G,2011,blake smith,85.3,40.0,42.6,18.4,-0.0174285,86.0662,-1.63014,1.8,3,2.29895,34.666981839246766
4044,Combo G,2022,blake wesley,94.4,46.2,49.4,17.4,2.5542,110.717,0.266192,2.4,4,3.19149,40.06985445565496
4046,Scoring PG,2022,blaze nield,104.5,54.5,57.96,25.3,1.24601,98.9241,-0.710095,3.875,2,2.39255,38.857909636717174
4047,Pure PG,2021,blaze nield,106.6,50.0,53.22,23.2,0.524933,91.761,-1.69392,3.3636,2,1.6098,34.602393715928464
4048,Combo G,2022,blondeau tchoukuiegno,102.7,49.6,53.09,22.3,1.93679,100.738,-0.4217,3.9643,3,2.40164,39.65269260723677
4049,Scoring PG,2021,blondeau tchoukuiengo,96.5,43.8,50.58,24.4,0.737812,92.9635,-2.66938,3.3158,4,2.0065,43.09396907095925
4054,Combo G,2011,bo barnes,109.3,52.4,54.74,5.8,1.04261,99.6047,0.0990274,0.6667,4,1.77735,43.23644163787402
4071,Combo G,2010,bo spencer,89.8,40.7,46.38,17.2,1.69199,99.2487,-0.0910407,2.6667,2,2.98298,38.181736612186455
4072,Scoring PG,2012,bo spencer,99.9,49.5,54.51,26.5,3.27327,114.937,3.07724,3.2667,1,2.9894,40.0004097148422
4104,Combo G,2014,bobby hunter,115.2,55.7,61.43,19.0,2.62184,115.839,1.98892,2.3333,2,2.85963,44.118767747773155
4112,Combo G,2010,bobby maze,106.8,44.9,50.34,23.7,2.35055,113.147,2.28113,3.1351,1,2.92354,34.982827077822215
4126,Combo G,2014,bobby sharp,112.9,53.4,55.16,11.0,1.55483,110.366,2.50238,1.1613,2,1.48935,37.354785111910886
4161,Pure PG,2021,boo buie,96.7,45.9,49.75,29.9,2.09329,107.733,0.79179,4.0,3,2.69293,38.32534601395001
4162,Pure PG,2022,boo buie,104.8,47.5,51.63,30.2,3.20798,116.938,3.35503,4.3226,2,2.75579,38.71483726031367
4163,Scoring PG,2020,boo buie,88.5,43.7,47.05,21.7,1.43691,102.09,-0.385483,2.4231,4,2.15846,39.729678441262884
4168,Combo G,2020,boogie ellis,90.7,40.9,45.73,11.4,0.592501,92.3805,-2.13202,1.4516,4,3.36868,40.23700354793505
4169,Combo G,2021,boogie ellis,103.6,50.8,53.01,12.8,1.82011,107.713,1.48649,1.5357,3,3.09634,39.92677497596836
4170,Combo G,2022,boogie ellis,107.1,49.9,53.6,15.7,2.96372,114.1,1.59089,2.4242,2,3.04259,37.48379178284973
4189,Combo G,2022,both gach,95.8,48.3,53.68,18.8,1.37989,102.364,-0.103706,2.1333,1,2.00725,37.380867495188596
4198,Combo G,2022,bowen born,108.6,52.1,56.72,14.8,1.6864,106.054,-0.0446637,1.8667,4,1.90809,45.21973907142782
4199,Combo G,2021,bowen born,102.9,47.7,52.27,14.9,2.13006,105.414,0.233286,2.32,4,2.08941,44.08762289174822
4212,Combo G,2019,brad davison,105.3,47.2,52.09,10.8,2.41797,109.472,-0.128547,1.8235,3,4.23179,39.39929346640253
4213,Combo G,2021,brad davison,107.9,46.2,51.64,14.7,2.81414,111.655,1.54664,2.3548,1,3.72716,35.84156025092679
4214,Combo G,2022,brad davison,114.8,49.2,55.06,12.2,4.14681,120.022,3.32976,2.0909,1,3.85951,39.832704897102644
4215,Scoring PG,2018,brad davison,107.0,50.3,55.55,16.9,2.8593,114.35,0.658092,2.5152,4,3.27048,45.039801711833036
4220,Pure PG,2010,brad haugabrook,87.6,39.1,44.05,33.2,0.159561,87.2269,-2.72436,4.2667,2,2.13373,31.737630466519292
4221,Scoring PG,2011,brad haugabrook,84.5,42.1,44.83,25.8,-0.155587,84.6603,-3.41088,3.3235,1,1.66138,26.551185051204648
4222,Scoring PG,2011,brad kelleher,101.8,47.6,50.8,23.0,1.11291,97.7323,-0.449044,3.32,1,1.59852,31.656390169856092
4223,Scoring PG,2010,brad loesing,101.3,45.3,50.24,21.4,0.669496,93.0384,-1.4206,2.8824,3,2.50741,39.16531698188587
4224,Scoring PG,2011,brad loesing,97.3,50.9,54.63,18.4,0.199924,88.1721,-1.64024,3.2059,2,2.05628,39.472524446804414
4225,Scoring PG,2012,brad loesing,101.0,48.3,52.57,32.0,2.74126,106.291,0.801808,5.5161,1,2.68105,34.958194879774766
4228,Combo G,2013,brad redford,121.3,60.8,63.23,5.0,2.34397,114.851,3.62995,0.5484,1,2.03939,41.499784678878854
4236,Scoring PG,2012,brad tinsley,115.9,56.9,61.0,29.9,3.17701,119.375,3.48936,4.0833,1,2.85039,39.86831071453872
4237,Scoring PG,2011,brad tinsley,116.4,52.1,57.45,27.2,3.5297,117.735,3.99765,4.5588,2,3.33142,44.228163280875734
4238,Combo G,2010,brad tinsley,102.7,48.9,53.81,19.7,1.3504,100.731,1.50538,2.8438,3,2.56295,45.7222909325327
4243,Scoring PG,2011,brad wanamaker,114.2,47.5,53.9,32.4,4.01597,124.494,5.14738,5.1176,1,4.05265,40.46545126099902
4244,Scoring PG,2010,brad wanamaker,106.7,48.0,54.0,31.3,3.41292,116.57,3.95635,4.7059,2,4.06051,44.06851567002323
4250,Scoring PG,2021,braden norris,110.1,56.7,59.39,18.4,2.12681,104.806,1.1956,3.1935,3,3.92498,44.289308286417175
4251,Scoring PG,2022,braden norris,111.6,58.0,60.79,22.4,2.79338,110.434,2.56534,3.875,2,3.65835,43.26051236046342
4252,Pure PG,2019,braden norris,119.6,64.4,66.96,25.4,2.25226,105.717,0.734869,5.2727,4,2.36014,49.557753109188795
4267,Combo G,2019,brady ellingson,123.2,65.4,67.18,9.6,3.13652,114.099,3.57241,1.697,1,2.63558,43.5036928353981
4275,Combo G,2013,brady heslip,120.0,54.0,55.66,5.8,2.45408,112.109,2.7186,0.8571,2,2.33072,37.35657603535043
4276,Combo G,2012,brady heslip,138.5,62.7,64.87,6.3,4.1877,130.017,5.37389,0.9189,3,2.51108,45.55232527183459
4277,Combo G,2014,brady heslip,143.6,65.0,67.16,6.8,4.80957,138.951,7.25238,0.9167,1,2.34038,41.51575218901574
4285,Scoring PG,2011,brady morningstar,123.3,59.2,60.59,19.0,2.73242,114.908,3.49139,3.3158,1,3.50444,36.812102638525026
4291,Combo G,2020,brae ivey,98.8,45.8,51.51,17.7,1.08388,96.8024,-1.24952,2.5161,1,1.86822,35.13223138971067
4292,Scoring PG,2019,brae ivey,92.2,45.1,52.59,26.4,0.627182,94.495,-3.14474,3.2903,2,1.37239,38.26948327085643
4301,Combo G,2018,braian angola,112.0,51.5,57.2,19.5,3.13649,121.119,3.85537,3.0,1,3.17728,41.1081477291019
4315,Combo G,2012,brandan walton,104.4,49.5,51.83,9.6,1.33645,101.203,0.493761,1.2069,2,2.11978,35.94792444750061
4337,Combo G,2018,brandon alston,96.4,44.3,49.0,12.9,0.427984,93.0258,-2.48323,1.5625,2,1.97117,34.02769834607171
4341,Combo G,2020,brandon anderson,95.2,42.6,49.06,20.5,2.51217,105.979,0.690228,2.96,1,3.15199,36.84810144936232
4342,Combo G,2017,brandon anderson,90.4,43.3,50.8,15.1,0.215085,90.478,-3.9158,1.8333,4,1.23553,43.891014340873625
4343,Scoring PG,2018,brandon anderson,101.4,42.5,51.85,24.4,2.38966,108.42,0.607614,3.9259,3,2.10191,46.672943367236975
4356,Scoring PG,2021,brandon averette,102.0,51.5,53.86,24.4,2.47598,111.322,1.72636,3.6667,1,3.13176,33.75127098040378
4359,Scoring PG,2020,brandon averette,99.3,49.3,53.06,19.9,1.42537,98.0899,-0.745828,2.9667,2,2.19742,37.347847788069835
4372,Scoring PG,2022,brandon betson,96.0,48.1,50.92,22.0,2.01857,102.351,0.681931,3.0312,2,1.18624,36.87845645939653
4373,Combo G,2018,brandon better,95.5,48.0,53.37,11.2,1.20582,102.444,0.54624,1.2903,2,1.50812,42.19372947037688
4374,Combo G,2019,brandon better,100.1,46.1,52.18,12.0,1.15625,101.251,-0.15324,1.3333,1,1.61749,37.194657263528576
4379,Combo G,2014,brandon bos,99.1,44.0,51.82,17.8,1.55166,103.84,0.831976,2.2593,2,1.64398,43.59438383850895
4386,Combo G,2020,brandon boyd,104.4,46.0,52.28,17.7,1.72513,102.247,-0.604897,2.9667,1,1.88171,35.6361448414575
4387,Combo G,2018,brandon boyd,110.0,54.2,58.48,17.7,2.79532,114.683,2.8223,2.4483,3,2.31849,46.41468109480731
4388,Combo G,2017,brandon boyd,100.9,49.6,55.15,8.3,1.26324,99.8644,-0.517763,1.2258,3,1.294,44.858634386039334
4389,Scoring PG,2019,brandon boyd,99.0,45.2,50.55,25.5,1.92457,105.643,-0.367622,3.6,2,0.927477,35.987651781761095
4394,Combo G,2011,brandon britt,95.4,44.9,50.82,20.6,1.49701,103.246,-0.705008,2.1852,4,1.41918,43.811815236946465
4395,Combo G,2013,brandon britt,107.2,56.3,59.12,15.3,2.7818,111.952,1.9426,2.0,2,1.59342,41.483647193966654
4396,Combo G,2012,brandon britt,82.9,40.0,45.76,15.5,0.302305,89.3454,-3.89608,1.4839,3,1.16626,36.41949847607691
4401,Scoring PG,2017,brandon brown,105.2,48.7,52.59,26.4,2.74698,113.073,2.9877,4.0667,1,2.60659,36.43304008996491
4402,Pure PG,2016,brandon brown,95.9,40.4,44.94,37.3,1.80253,104.544,1.06011,5.6667,2,2.10307,33.7040544211558
4403,Combo G,2010,brandon bryant,93.5,43.9,48.62,10.1,0.407154,90.1915,-1.39882,1.1667,3,0.801058,40.73051202424044
4412,Scoring PG,2019,brandon childress,107.3,49.1,55.17,24.4,3.39851,114.591,2.43538,4.0323,2,3.14532,43.01964698729403
4413,Combo G,2017,brandon childress,98.9,43.2,50.25,16.4,0.953955,100.587,0.365383,2.1515,4,1.87999,47.478779525098936
4414,Scoring PG,2018,brandon childress,102.8,46.5,52.07,25.8,1.99009,109.688,1.44902,3.6333,3,2.34552,42.32960818031759
4415,Scoring PG,2020,brandon childress,103.8,47.4,53.85,27.6,3.54155,114.532,2.77177,4.6,1,2.98442,40.64617851259952
4417,Scoring PG,2014,brandon clark,113.3,49.3,55.95,25.4,4.25979,125.769,4.88149,3.4516,2,2.47995,45.18383711808325
4418,Scoring PG,2015,brandon clark,100.3,41.3,48.24,28.8,3.13563,115.123,2.38587,3.875,1,2.39932,36.31695473622692
4419,Scoring PG,2012,brandon clark,94.1,45.5,49.76,22.1,0.721105,95.6174,-1.18717,2.1786,4,0.847528,41.73198567734501
4439,Combo G,2020,brandon davis,85.6,41.6,46.59,22.2,-0.232407,82.8272,-3.93185,3.0,3,2.79853,36.693812291184
4440,Scoring PG,2021,brandon davis,86.6,42.5,43.46,19.5,0.0102145,85.376,-2.83238,2.8824,2,1.44525,27.619521546900692
4454,Combo G,2014,brandon ellis,92.7,47.6,50.63,13.6,0.202187,90.8413,-1.51077,1.2857,1,1.59818,32.873378763191084
4459,Combo G,2010,brandon fields,107.0,51.6,53.21,12.8,2.74007,109.061,2.24207,2.4545,1,2.66024,34.3936378306201
4463,Combo G,2013,brandon fortenberry,103.4,47.0,52.16,18.4,2.71101,107.124,2.5658,2.6552,1,2.22948,39.705650501680594
4464,Scoring PG,2011,brandon fortenberry,105.3,49.6,54.67,31.2,2.23113,107.525,1.81468,4.1923,2,1.81904,41.06805223060543
4465,Scoring PG,2010,brandon fortenberry,104.4,52.5,54.38,25.3,1.26336,100.292,-0.123492,3.2609,3,1.56771,37.914640033784856
4466,Scoring PG,2012,brandon frazier,97.5,43.4,46.2,26.9,1.72277,100.461,1.29439,4.0,3,2.20968,37.609511037192675
4467,Scoring PG,2014,brandon frazier,105.6,44.6,51.35,25.9,3.94707,119.366,3.9667,4.2903,1,2.06623,40.276948637684846
4468,Scoring PG,2013,brandon frazier,99.8,40.4,48.1,31.0,2.93693,109.427,2.34455,5.0,2,1.85328,42.00824019350357
4469,Combo G,2011,brandon frazier,96.4,47.9,50.11,20.5,1.18023,96.1256,-0.485843,3.3333,4,1.74094,40.85639763256517
4473,Combo G,2016,brandon gfeller,112.4,52.7,56.07,8.8,1.24931,103.412,0.34804,1.1,2,1.87297,38.042458699157415
4490,Combo G,2018,brandon goodwin,111.3,51.9,56.14,24.4,3.65969,118.907,3.61488,4.7647,1,3.15848,38.86934328641007
4491,Combo G,2017,brandon goodwin,121.2,56.2,60.64,24.0,4.53426,128.062,6.11506,4.0882,2,2.80735,46.52417073303749
4493,Scoring PG,2015,brandon goodwin,95.2,47.1,50.07,26.8,1.32226,98.8246,-0.262935,4.2333,3,1.82132,38.145258298415264
4498,Scoring PG,2012,brandon hall,80.9,40.6,44.03,22.9,-0.983875,73.2154,-4.91437,2.5161,1,1.91688,27.61993976486547
4505,Combo G,2010,brandon hazzard,99.8,49.1,52.29,8.6,2.08548,103.738,0.317651,1.4667,1,1.79326,34.64492834249566
4546,Scoring PG,2010,brandon johnson,98.6,43.8,50.19,26.5,2.53413,108.419,2.06344,3.3929,1,2.99442,38.46390954356649
4558,Combo G,2011,brandon knight,107.8,50.8,55.28,23.4,4.52621,122.747,4.36431,4.1842,4,4.01095,49.40202359191283
4560,Combo G,2010,brandon long,95.0,41.4,46.93,10.0,0.90558,94.2504,-0.736784,1.4615,1,2.49299,34.62683988799536
4575,Combo G,2022,brandon mckissic,92.6,43.7,45.9,14.8,0.549037,92.0553,-1.7897,1.8235,1,2.48347,27.613528797348653
4576,Scoring PG,2021,brandon mckissic,103.8,57.6,59.03,23.7,3.28857,112.425,3.78632,3.2778,1,3.21725,40.32582302140099
4577,Combo G,2019,brandon mckissic,100.4,51.1,51.97,14.4,1.2175,98.9532,-1.19791,2.0333,3,2.39681,34.66037723026125
4578,Combo G,2018,brandon mckissic,101.3,52.3,54.7,15.0,1.04652,100.689,-1.29719,1.5484,4,1.65141,40.61298737235451
4579,Scoring PG,2020,brandon mckissic,100.5,54.9,55.46,23.3,1.37486,99.9706,-0.186897,2.9643,2,2.12437,34.68537470458296
4580,Scoring PG,2010,brandon mcpherson,111.8,53.3,57.95,23.5,2.89095,115.588,2.37158,3.2414,1,1.20749,38.361077269955786
4582,Scoring PG,2019,brandon miller,86.1,40.5,43.47,23.5,-1.11029,78.0921,-3.82592,4.0938,3,2.19123,32.85759849794605
4605,Combo G,2014,brandon morris,119.2,57.4,60.39,11.7,1.81659,114.426,2.77753,1.2424,1,1.40398,37.9935798482047
4626,Combo G,2011,brandon paul,100.9,48.6,53.14,18.1,1.92406,111.159,3.00278,2.1176,3,2.86665,45.280649243303984
4652,Combo G,2021,brandon powell,88.5,34.8,40.26,15.0,0.0166496,85.4334,-3.08338,2.3684,2,1.58023,30.92851838546921
4654,Combo G,2013,brandon provost,110.4,54.6,60.0,14.4,2.69188,108.049,3.61159,2.0741,1,2.07098,46.65065672346851
4655,Combo G,2012,brandon provost,111.1,59.7,64.25,14.8,2.67711,108.784,3.58025,1.9615,2,2.07878,51.183324730886994
4656,Combo G,2011,brandon provost,104.4,55.9,59.4,13.2,1.40077,99.3266,1.66949,1.7143,3,1.37926,48.85236748339997
4657,Combo G,2015,brandon pye,107.3,52.5,55.57,5.2,0.851464,95.3911,0.16459,0.6774,2,1.78803,40.34414946003672
4658,Combo G,2016,brandon pye,111.0,51.0,52.93,7.8,1.11614,98.3071,-0.159529,1.2581,1,1.95273,31.572644157677523
4666,Combo G,2017,brandon randolph,89.2,44.3,49.54,27.8,0.61,94.1523,-2.1224,3.9118,2,2.80354,35.73724629250142
4667,Scoring PG,2018,brandon randolph,103.8,49.1,53.11,25.9,2.14053,106.531,0.901074,4.6061,1,2.93753,34.74580485545475
4670,Combo G,2014,brandon reed,104.7,46.5,50.48,17.2,1.29879,103.905,-0.150437,2.0667,1,1.75103,31.167587714952624
4671,Combo G,2010,brandon reed,96.6,45.6,48.63,16.0,1.77272,100.986,0.967005,2.3448,4,2.45676,43.01401589850841
4676,Scoring PG,2012,brandon richardson,101.2,47.6,53.76,22.6,1.37602,98.6131,-1.18836,3.2667,1,3.22265,36.30435093652591
4677,Combo G,2011,brandon richardson,100.9,47.2,54.97,15.2,0.956869,98.1328,-0.314044,1.8387,2,2.82135,44.71968332038602
4678,Combo G,2010,brandon richardson,112.3,53.1,60.28,16.1,2.52783,116.321,2.29101,1.8065,3,2.59997,49.48930161556559
4686,Combo G,2020,brandon robinson,113.2,54.4,57.32,15.2,3.23946,116.363,3.43882,2.375,1,3.11372,38.26745494823178
4690,Combo G,2010,brandon rozzell,110.7,53.7,55.41,9.9,1.83037,109.388,2.56833,1.1944,2,2.29924,38.60505652302705
4694,Combo G,2022,brandon rush,97.0,45.7,50.21,15.4,1.67172,103.002,1.24827,1.8,2,0.887374,39.692200392709076
4705,Pure PG,2010,brandon shingles,96.5,44.9,47.91,30.7,0.230044,88.1865,-2.08822,4.6,1,2.52752,28.666806503098098
4712,Scoring PG,2011,brandon smith,94.2,47.0,51.24,24.7,0.700626,93.268,-0.690205,3.9091,3,2.58726,41.49458206394965
4719,Combo G,2013,brandon spearman,102.9,46.0,50.41,10.3,1.27432,100.063,0.315868,1.3478,2,1.81254,37.894574209862476
4721,Combo G,2010,brandon sperling,75.4,35.0,41.07,18.4,-1.07481,70.5903,-4.79883,1.9688,3,1.77453,37.620573698404286
4732,Combo G,2022,brandon suggs,98.3,44.4,52.64,18.3,1.57475,100.854,-0.563807,2.5833,3,2.60944,46.09022422953647
4735,Combo G,2021,brandon swaby,102.4,59.1,60.71,8.7,0.591812,91.023,-1.13915,1.2857,3,1.39545,44.290440206620055
4748,Scoring PG,2015,brandon taylor,118.2,59.0,61.78,22.4,3.47267,120.402,4.75683,3.3429,2,3.97858,44.536849146985624
4749,Scoring PG,2016,brandon taylor,102.9,50.0,53.55,21.1,1.90774,104.818,1.14558,3.9143,1,3.45104,35.88027737168796
4750,Scoring PG,2014,brandon taylor,103.7,53.7,57.17,20.3,1.9737,106.137,1.28379,3.3548,3,3.34077,44.344715131814056
4755,Scoring PG,2013,brandon triche,104.0,47.1,51.83,21.8,3.50869,115.37,2.9301,3.6,1,4.09881,37.3117038977442
